Year,Country,TotalDeaths,TotalAffected,TotalDamage
2008,AGO,421,98837,0
2008,ALB,38,10300,0
2008,ARE,11,6,0
2008,ARG,31,85048,0
2008,ATG,0,25800,0
2008,AUS,8,20400,2515000
2008,AUT,16,5,5.00E+05
2008,BDI,9,85775,0
2008,BEL,0,0,0
2008,BEN,53,160251,0
2008,BFA,658,57900,0
2008,BGD,121,764490,0
2008,BGR,10,0,0
2008,BHS,0,3000,0
2008,BIH,11,0,0
2008,BLZ,8,48000,9697
2008,BOL,121,41361,0
2008,BRA,417,1916781,1110000
2008,BWA,2,15,0
2008,CAF,31,815,0
2008,CAN,2,14918,0
2008,CHL,19,152760,23000
2008,CHN,89232,136908837,111233000
2008,CIV,50,450,0
2008,CMR,76,25022,0
2008,COD,491,18248,7000
2008,COG,26,630,0
2008,COL,176,1224240,10000
2008,CRI,11,209498,0
2008,CUB,7,519464,3572000
2008,CYM,0,0,0
2008,CZE,12,100,50000
2008,DEU,28,208,2700000
2008,DJI,0,340000,0
2008,DOM,31,17023,0
2008,DZA,124,59111,348000
2008,ECU,55,289162,1.00E+06
2008,EGY,350,922,0
2008,ERI,0,1700000,0
2008,ESP,183,41,0
2008,ETH,65,6519574,0
2008,FJI,7,0,30000
2008,FRA,5,2706,80000
2008,FSM,0,0,0
2008,GAB,32,0,0
2008,GBR,8,3300,50000
2008,GHA,25,58040,0
2008,GIN,27,4220,0
2008,GMB,10,706,0
2008,GNB,221,14754,0
2008,GNQ,23,0,0
2008,GRC,2,3708,0
2008,GTM,138,197329,0
2008,GUY,0,1.00E+05,0
2008,HKG,35,263,380
2008,HND,90,313375,0
2008,HRV,14,30,0
2008,HTI,843,246476,0
2008,HUN,17,500,0
2008,IDN,206,487533,1733
2008,IND,2517,14699400,170000
2008,IRN,230,22486,0
2008,IRQ,31,1521,0
2008,ISR,24,28,0
2008,ITA,9,300,278000
2008,JAM,13,4000,66198
2008,JOR,21,33,0
2008,JPN,108,50934,277000
2008,KAZ,31,13161,130000
2008,KEN,127,3862482,0
2008,KGZ,139,4222,0
2008,KIR,0,85,0
2008,KOR,50,23,0
2008,LAO,6,204190,0
2008,LBR,0,340,0
2008,LBY,140,0,0
2008,LKA,57,826905,0
2008,LSO,0,4500,0
2008,MAC,0,133,0
2008,MAR,148,20096,0
2008,MDA,3,4000,0
2008,MDG,125,1253686,60000
2008,MEX,151,520080,75000
2008,MHL,0,600,0
2008,MLI,0,2500,0
2008,MLT,10,8,0
2008,MMR,138404,2420044,4.00E+06
2008,MNG,52,3151,0
2008,MOZ,238,745846,20000
2008,MWI,137,21675,0
2008,MYS,0,8000,0
2008,MYT,21,12,0
2008,NAM,51,65203,0
2008,NER,214,34862,0
2008,NGA,404,79,0
2008,NIC,30,39188,0
2008,NLD,0,0,0
2008,NOR,0,100,0
2008,NPL,191,250038,29
2008,PAK,302,366143,113000
2008,PAN,39,23837,10000
2008,PER,143,450136,0
2008,PHL,1873,8465070,481202
2008,PNG,10,75300,0
2008,POL,104,1060,50000
2008,PRT,2,110,0
2008,PRY,12,71612,0
2008,PSE,0,0,0
2008,ROU,5,11090,0
2008,RUS,121,5256,0
2008,RWA,48,11998,0
2008,SAU,28,285,0
2008,SDN,141,397,0
2008,SEN,34,23647,0
2008,SLE,170,1746,0
2008,SLV,43,3040,0
2008,SOM,13,3352663,0
2008,SSD,17,92791,0
2008,STP,20,31,0
2008,SUR,22,6548,0
2008,SVN,13,0,0
2008,SWZ,0,2500,0
2008,SYR,0,1300000,0
2008,TCA,4,1500,5.00E+05
2008,TCD,22,16205,0
2008,TGO,12,45500,0
2008,THA,71,11573184,27844
2008,TJK,0,2800000,840000
2008,TUN,20,0,0
2008,TUR,88,474,0
2008,TWN,54,88,142400
2008,TZA,104,10179,0
2008,UGA,126,1130444,0
2008,UKR,130,224780,1.00E+06
2008,USA,383,13391451,58187000
2008,UZB,8,3530,0
2008,VEN,79,1521,0
2008,VNM,436,789171,673500
2008,VUT,0,9000,0
2008,YEM,133,25087,4.00E+05
2008,ZAF,244,20440,431264
2008,ZMB,194,24112,0
2008,ZWE,4290,98349,0
2009,AFG,140,65883,20000
2009,AGO,210,251043,0
2009,ALB,0,6750,0
2009,ARG,29,67518,15000
2009,ASM,34,2500,0
2009,AUS,560,36569,1510000
2009,AUT,3,0,7.00E+05
2009,AZE,0,5000,0
2009,BDI,44,188049,0
2009,BEL,1,0,0
2009,BEN,60,120457,0
2009,BFA,439,154433,150000
2009,BGD,563,4504600,270000
2009,BGR,17,19,0
2009,BIH,1,13730,0
2009,BOL,19,63023,0
2009,BRA,466,1992255,745000
2009,BTN,23,12,0
2009,BWA,0,5056,0
2009,CAF,4,23972,0
2009,CAN,18,204,5.00E+05
2009,CHE,0,0,1.00E+06
2009,CHL,24,3,0
2009,CHN,1144,128764797,9031552
2009,CIV,27,10006,0
2009,CMR,145,1761,0
2009,COD,672,21547,0
2009,COK,0,1247,0
2009,COL,83,31850,0
2009,COM,184,2512,0
2009,CPV,9,20297,0
2009,CRI,31,128618,2.00E+05
2009,CUB,14,30,0
2009,CZE,15,14462,150000
2009,DEU,16,0,70000
2009,DJI,13,24,0
2009,DOM,32,17835,52403
2009,DZA,103,2628,0
2009,ECU,3,119307,1700
2009,EGY,103,85,0
2009,ESP,20,0,1900000
2009,ETH,135,6213652,0
2009,FJI,14,14401,56547
2009,FRA,18,200,3200000
2009,GAB,0,800,0
2009,GBR,24,4127,484000
2009,GEO,0,7306,0
2009,GHA,78,159545,0
2009,GIN,15,40000,0
2009,GMB,5,16608,0
2009,GNB,73,3,0
2009,GRC,12,1040,0
2009,GTM,36,2513828,0
2009,HKG,0,350,0
2009,HND,14,106907,1.00E+05
2009,HTI,88,12787,0
2009,IDN,2027,2877515,2381430
2009,IND,2416,11099040,2934000
2009,IRL,0,0,0
2009,IRN,234,336,0
2009,IRQ,13,3005,0
2009,ITA,364,61257,2635000
2009,JPN,105,32848,1400000
2009,KAZ,65,15,0
2009,KEN,561,149320,0
2009,KGZ,0,2.00E+06,0
2009,KHM,46,178104,0
2009,KOR,17,14,0
2009,KWT,44,76,0
2009,LAO,26,128887,1.00E+05
2009,LBN,44,39,0
2009,LBR,2,500584,0
2009,LBY,221,23,0
2009,LKA,349,415007,0
2009,MAR,29,9520,0
2009,MDG,27,131501,5000
2009,MEX,121,293986,40000
2009,MKD,15,38,0
2009,MLI,35,20492,0
2009,MMR,74,1351,0
2009,MNE,0,450,0
2009,MNG,31,784113,62094
2009,MOZ,229,33833,3000
2009,MRT,1,10000,0
2009,MWI,88,32215,0
2009,MYS,0,10875,0
2009,NAM,92,350000,0
2009,NER,172,7983642,0
2009,NGA,1994,185327,0
2009,NIC,8,28832,0
2009,NPL,535,619737,60000
2009,PAK,244,75381,0
2009,PAN,22,4258,0
2009,PER,799,276234,0
2009,PHL,1406,13353441,962107
2009,PNG,224,7391,0
2009,POL,349,274,1.00E+05
2009,PRI,0,1500,6400
2009,PRT,0,0,0
2009,PRY,8,212759,820
2009,QAT,30,0,0
2009,ROU,78,27,0
2009,RUS,365,117,1320000
2009,SAU,161,10000,9.00E+05
2009,SDN,31,111455,0
2009,SEN,6,264000,0
2009,SLB,21,7000,0
2009,SLE,257,1477,0
2009,SLV,282,94598,966000
2009,SOM,15,1753,0
2009,SPI,22,6,0
2009,SRB,0,3710,0
2009,SSD,0,4300000,0
2009,SVK,32,20,0
2009,SYR,22,7,0
2009,TCA,85,118,0
2009,TCD,108,2413786,0
2009,TGO,19,0,0
2009,THA,98,200259,0
2009,TJK,21,15000,1000
2009,TON,84,561,9500
2009,TUN,110,17,0
2009,TUR,81,35137,550000
2009,TWN,630,2307523,250000
2009,TZA,169,70648,0
2009,UGA,28,544,0
2009,UKR,45,38,0
2009,URY,1,4000,0
2009,USA,221,11339,12256000
2009,VEN,18,0,0
2009,VNM,410,3717512,1065200
2009,VUT,0,1350,0
2009,WSM,148,5584,124040
2009,YEM,158,0,0
2009,ZAF,94,20560,15000
2009,ZMB,118,620162,0
2009,ZWE,117,1385,0
2010,AFG,520,46237,0
2010,AGO,25,189781,0
2010,ALB,14,14012,0
2010,ARE,11,0,0
2010,ARG,57,4,0
2010,ATG,0,5000,12600
2010,AUS,84,186042,10129000
2010,AZE,3,70000,0
2010,BDI,9,3490,0
2010,BEL,36,882,398146
2010,BEN,71,832037,0
2010,BFA,857,139322,176
2010,BGD,370,887702,0
2010,BGR,3,90,0
2010,BIH,5,34910,87000
2010,BLZ,0,0,0
2010,BOL,119,316005,1.00E+05
2010,BRA,430,306967,802000
2010,BRB,0,2500,0
2010,CAF,3,1585,0
2010,CAN,0,0,0
2010,CHE,0,0,14000
2010,CHL,674,2671747,3.00E+07
2010,CHN,7998,180658297,22675436
2010,CIV,18,6425,0
2010,CMR,592,12719,0
2010,COD,552,78861,0
2010,COG,273,924,0
2010,COK,0,2202,0
2010,COL,755,2796936,1.00E+06
2010,CRI,27,3106,0
2010,CUB,68,0,0
2010,CZE,23,1400,347560
2010,DEU,41,656,1.00E+06
2010,DJI,0,200258,0
2010,DNK,0,0,0
2010,DOM,137,64521,0
2010,DZA,29,26,0
2010,ECU,112,13493,0
2010,EGY,69,3540,0
2010,ESP,17,40,340000
2010,ETH,35,81667,0
2010,FJI,2,39101,39427
2010,FRA,81,500079,5730000
2010,GAB,0,4081,0
2010,GBR,0,0,500
2010,GHA,142,17274,0
2010,GIN,27,48035,0
2010,GLP,0,33000,0
2010,GMB,9,38961,0
2010,GNB,23,56792,0
2010,GNQ,0,250,0
2010,GRC,1,150,0
2010,GRD,0,0,0
2010,GTM,246,455908,1150000
2010,GUY,0,0,14700
2010,HKG,1,15000,0
2010,HND,211,56685,90000
2010,HRV,0,1110,80000
2010,HTI,229566,4314227,8.00E+06
2010,HUN,10,9270,543000
2010,IDN,1374,225449,78000
2010,IND,2161,4280183,2149000
2010,IRN,82,4868,0
2010,IRQ,61,205,0
2010,ISL,0,0,0
2010,ISR,46,20022,270000
2010,ITA,14,325,872000
2010,JAM,15,2506,150000
2010,JPN,202,15004,0
2010,KAZ,44,29200,34576
2010,KEN,261,215044,0
2010,KGZ,0,8491,0
2010,KHM,366,388,70000
2010,KOR,68,41571,0
2010,LBN,90,0,0
2010,LBR,12,15502,0
2010,LBY,104,1,0
2010,LCA,14,183000,500
2010,LKA,60,770319,105000
2010,LTU,9,0,0
2010,LUX,0,0,31000
2010,MAR,88,77085,29000
2010,MDA,1,12000,0
2010,MDG,120,2492132,0
2010,MEX,294,1600374,7066000
2010,MLI,43,632074,0
2010,MMR,149,405107,57000
2010,MNE,0,6350,0
2010,MOZ,133,480188,0
2010,MRT,13,846750,0
2010,MTQ,13,29200,0
2010,MWI,0,21290,0
2010,MYS,26,11,0
2010,NAM,8,110000,0
2010,NER,108,234443,0
2010,NGA,2245,1561559,30000
2010,NIC,87,76255,0
2010,NLD,0,0,28000
2010,NPL,282,13372,0
2010,NZL,51,300024,6500000
2010,OMN,16,0,1.00E+06
2010,PAK,2466,20397957,9598000
2010,PAN,15,32941,0
2010,PER,669,170679,0
2010,PHL,1205,5583541,335087
2010,POL,236,100701,3080000
2010,PRK,30,95785,0
2010,PRT,46,618,1620000
2010,PRY,12,0,0
2010,PSE,0,500,0
2010,PYF,1,3411,11000
2010,ROU,90,12239,1111428
2010,RUS,56100,55836,3666000
2010,RWA,32,5937,0
2010,SAU,24,85,0
2010,SDN,121,26475,0
2010,SEN,2,102516,0
2010,SLB,2,17733,0
2010,SLE,16,239,0
2010,SLV,44,12042,20000
2010,SOM,20011,4016200,0
2010,SRB,9,31930,132260
2010,SSD,0,290000,0
2010,SVK,126,850,25000
2010,TCD,263,149898,0
2010,TGO,96,111833,0
2010,THA,260,15454435,332000
2010,TJK,121,16918,205500
2010,TTO,0,0,0
2010,TUR,146,3849,0
2010,TWN,34,196,1073100
2010,TZA,66,129,0
2010,UGA,501,13004,0
2010,UKR,67,40066,1900
2010,URY,16,8,0
2010,USA,197,12761,29412500
2010,VCT,0,6100,25000
2010,VEN,65,94835,170000
2010,VNM,285,1524445,704700
2010,YEM,83,1078,0
2010,ZAF,139,6133,0
2010,ZMB,9,1350,0
2010,ZWE,26,1668727,0
2011,AFG,159,1762872,142000
2011,AGO,147,90684,0
2011,ARG,48,3332,104000
2011,AUS,11,7637,2554000
2011,BDI,24,1335,0
2011,BEL,5,71,99000
2011,BEN,15,5883,0
2011,BFA,36,2850087,0
2011,BGD,165,1672706,0
2011,BHS,0,10000,40000
2011,BOL,123,92839,20000
2011,BRA,1072,2157766,1002000
2011,BTN,1,20016,0
2011,BWA,0,0,0
2011,CAF,55,4968,0
2011,CAN,20,9023,2300000
2011,CHE,0,3,0
2011,CHL,22,55932,2.00E+05
2011,CHN,1375,124273739,12048115
2011,CIV,94,28,0
2011,CMR,713,16736,0
2011,COD,1049,36962,0
2011,COG,65,10819,0
2011,COL,368,1487880,2320000
2011,COM,120,74,0
2011,CRI,4,46695,0
2011,CUB,45,87,0
2011,CYP,13,62,0
2011,DEU,14,0,0
2011,DMA,0,240,0
2011,DOM,12,55420,30000
2011,DZA,10,793,779000
2011,ECU,7,3750,0
2011,EGY,106,82,0
2011,ESP,33,17700,2.00E+05
2011,EST,10,0,0
2011,ETH,0,4845879,0
2011,FRA,6,2300,0
2011,GAB,13,0,0
2011,GEO,7,1750,0
2011,GHA,155,104076,0
2011,GIN,56,20190,0
2011,GRC,43,11,0
2011,GTM,97,537921,61913
2011,HND,47,69798,0
2011,HTI,51,7493,0
2011,HUN,14,2,0
2011,IDN,536,29189,5850
2011,IND,1495,12829805,2034625
2011,IRL,2,600,325000
2011,IRN,140,64,0
2011,IRQ,6,2001,0
2011,ITA,272,49,545000
2011,JPN,19976,394615,212520000
2011,KAZ,2,16000,67000
2011,KEN,206,8166883,0
2011,KGZ,0,0,0
2011,KHM,247,1640023,521000
2011,KOR,143,31029,52000
2011,LAO,48,467000,0
2011,LBY,100,50,0
2011,LKA,254,1355308,5.00E+05
2011,LSO,26,730515,0
2011,MAR,106,40,0
2011,MDG,46,115218,0
2011,MDV,4,1289,0
2011,MEX,153,3650602,597700
2011,MLI,104,3516706,0
2011,MMR,240,57076,5300
2011,MOZ,87,64349,0
2011,MRT,22,723023,0
2011,MTQ,1,0,0
2011,MUS,11,0,0
2011,MWI,4,83587,0
2011,MYS,18,20006,0
2011,NAM,108,5.00E+05,12000
2011,NER,64,3043305,0
2011,NGA,1034,52417,4500
2011,NIC,17,143018,0
2011,NOR,4,500,0
2011,NPL,309,194811,123
2011,NZL,182,301845,1.80E+07
2011,OMN,14,200,0
2011,PAK,646,5401830,2500000
2011,PAN,0,4000,0
2011,PER,193,839180,0
2011,PHL,2042,11759985,730726
2011,PNG,28,4,0
2011,POL,26,0,0
2011,PRI,1,2271,5.00E+05
2011,PRK,74,57592,0
2011,PRY,44,31945,0
2011,RUS,308,14427,24015
2011,RWA,41,3611,0
2011,SAU,24,2,3.00E+05
2011,SDN,259,57,0
2011,SEN,15,855237,0
2011,SLB,0,0,0
2011,SLE,41,0,0
2011,SLV,35,3.00E+05,1.00E+06
2011,SOM,0,2800,0
2011,SYR,25,20,0
2011,TCD,557,18123,0
2011,TGO,36,21,0
2011,THA,935,11253858,40317000
2011,TJK,0,2130,0
2011,TKM,15,0,0
2011,TON,0,0,3000
2011,TUN,150,600,0
2011,TUR,700,43206,1744000
2011,TUV,0,0,0
2011,TZA,319,1068153,0
2011,UGA,69,732122,0
2011,UKR,54,13,0
2011,USA,833,431478,59433000
2011,UZB,13,0,0
2011,VCT,0,275,0
2011,VEN,31,3802,16000
2011,VNM,201,1361695,219002
2011,VUT,0,32000,0
2011,YEM,279,92,0
2011,ZAF,156,207787,221000
2011,ZMB,89,1379,0
2011,ZWE,119,1160,0
2012,AFG,429,51501,0
2012,AGO,16,1834000,0
2012,ALB,18,230020,0
2012,ARG,107,20352,12000
2012,AUS,79,16000,588000
2012,AUT,5,0,0
2012,AZE,5,22499,0
2012,BEL,3,0,0
2012,BEN,21,55000,0
2012,BFA,53,21030,0
2012,BGD,764,5658189,0
2012,BGR,38,38160,4400
2012,BHR,10,0,0
2012,BHS,25,4,0
2012,BIH,4,10347,0
2012,BLR,0,130,0
2012,BOL,43,69105,0
2012,BRA,92,4299029,1631000
2012,CAF,28,48893,0
2012,CAN,11,1500,1084000
2012,CHE,39,0,0
2012,CHL,9,28717,303100
2012,CHN,1092,44562865,19754533
2012,CIV,36,0,0
2012,CMR,25,63980,2000
2012,COD,718,28161,0
2012,COG,342,23024,0
2012,COL,106,104768,102000
2012,COM,40,65156,5000
2012,CRI,8,10285,45000
2012,CUB,14,211101,0
2012,CZE,32,0,0
2012,DEU,20,9,0
2012,DOM,231,83194,30000
2012,DZA,83,103,0
2012,ECU,72,80826,0
2012,EGY,92,66,0
2012,ESP,14,641,395000
2012,EST,1,0,0
2012,ETH,0,1.00E+06,0
2012,FJI,17,27945,97400
2012,FRA,12,0,0
2012,GAB,1,77845,0
2012,GBR,8,3785,2946000
2012,GEO,5,106036,94000
2012,GHA,86,5441,0
2012,GIN,215,5577,0
2012,GMB,0,428000,0
2012,GNB,29,0,0
2012,GRC,33,200,0
2012,GTM,44,1598227,210000
2012,HKG,39,100,0
2012,HND,379,125596,0
2012,HRV,7,1500,0
2012,HTI,207,242179,254000
2012,HUN,16,0,0
2012,IDN,295,52294,1000
2012,IND,1026,4281193,244000
2012,IRN,391,68350,5.00E+05
2012,IRQ,4,0,0
2012,ITA,136,26764,17137601
2012,JAM,1,215850,16542
2012,JPN,186,102288,1702400
2012,KAZ,43,14400,0
2012,KEN,101,280670,1.00E+05
2012,KGZ,16,11050,0
2012,KHM,14,71500,0
2012,KOR,27,6298,829000
2012,LBY,55,0,0
2012,LKA,53,2316021,58200
2012,LTU,30,0,0
2012,LVA,10,0,0
2012,MAR,80,7537,0
2012,MDA,21,13204,0
2012,MDG,112,335599,1.00E+05
2012,MEX,124,136079,1175000
2012,MKD,1,5100,0
2012,MMR,40,86486,1170
2012,MNE,1,5300,0
2012,MOZ,33,109958,0
2012,MRT,10,25,0
2012,MWI,51,1996735,0
2012,MYT,33,0,0
2012,NAM,0,650,0
2012,NER,188,535826,184115
2012,NGA,774,7016036,501000
2012,NIC,9,29500,0
2012,NLD,13,117,0
2012,NPL,138,2072,2000
2012,NZL,14,457,9100
2012,PAK,1125,5050613,2500000
2012,PAN,6,9448,2000
2012,PER,405,104823,0
2012,PHL,2457,12531449,1005611
2012,PLW,0,1250,0
2012,PNG,311,2.00E+05,27000
2012,POL,290,370,5900
2012,PRI,0,0,0
2012,PRK,147,3137550,11400
2012,PRY,5,1495945,6000
2012,PSE,0,1500,0
2012,QAT,19,0,0
2012,ROU,86,7539,0
2012,RUS,520,49029,1757000
2012,RWA,5,11160,0
2012,SAU,67,165,0
2012,SDN,307,3336096,0
2012,SEN,52,57032,10000
2012,SLB,0,4836,0
2012,SLE,300,23009,0
2012,SOM,86,3032205,0
2012,SRB,25,88234,0
2012,SSD,47,157000,0
2012,SVK,5,0,0
2012,SVN,0,12000,265000
2012,TCD,108,2215339,10000
2012,THA,12,12235674,1200
2012,TJK,3,8087,760
2012,TUR,183,49,0
2012,TWN,32,35060,52200
2012,TZA,154,140,0
2012,UGA,203,24416,0
2012,UKR,209,88055,1690000
2012,USA,318,93151,98471000
2012,VEN,48,11080,93000
2012,VNM,107,356535,372800
2012,WLF,0,1252,0
2012,WSM,12,12703,133000
2012,YEM,15,1437230,0
2012,ZAF,100,126431,2.00E+05
2012,ZMB,47,233,0
2012,ZWE,15,28,0
2013,AFG,228,21655,0
2013,AGO,25,1003,0
2013,ARE,22,24,0
2013,ARG,92,350479,1302000
2013,ARM,0,76000,60000
2013,AUS,22,8940,2366000
2013,AUT,4,200,1.00E+06
2013,BEL,11,0,0
2013,BEN,28,38739,0
2013,BFA,16,11406,0
2013,BGD,1191,1533407,20000
2013,BHR,13,8,0
2013,BHS,30,1000,45000
2013,BLR,4,11325,0
2013,BOL,167,841869,2500
2013,BRA,383,261415,640500
2013,BWA,12,4210,0
2013,CAF,62,41800,0
2013,CAN,61,102100,7545000
2013,CHE,0,84,250000
2013,CHL,16,21,1.00E+06
2013,CHN,1797,27549598,35448900
2013,CMR,0,805,0
2013,COD,16,0,0
2013,COG,16,1071,0
2013,COL,98,62967,6000
2013,COM,35,0,0
2013,CRI,3,12000,0
2013,CUB,2,227,0
2013,CZE,15,1300000,828552
2013,DEU,11,6352,17700000
2013,DNK,2,0,0
2013,DOM,0,0,102
2013,ECU,36,28758,0
2013,EGY,134,204,0
2013,ESP,79,740,138000
2013,ETH,110,51788,2200
2013,FRA,10,2192,655000
2013,GAB,30,0,0
2013,GBR,783,4800,1500000
2013,GEO,0,26750,0
2013,GHA,40,25565,0
2013,GIN,25,11249,0
2013,GMB,2,3300,0
2013,GRC,12,0,0
2013,GTM,52,2589,2000
2013,HND,27,34128,0
2013,HTI,28,33265,0
2013,HUN,0,64365,0
2013,IDN,265,680431,3136000
2013,IND,7659,16709159,2377471
2013,IRN,128,6056,6.00E+05
2013,IRQ,11,0,0
2013,ISR,4,2003000,0
2013,ITA,487,3063,780000
2013,JOR,17,32,0
2013,JPN,430,131028,222200
2013,KAZ,21,0,0
2013,KEN,223,115824,36000
2013,KHM,200,1500000,5.00E+05
2013,LAO,149,610253,121000
2013,LBR,10,0,0
2013,LBY,41,2022,0
2013,LCA,6,19984,0
2013,LKA,117,81500,2000
2013,LVA,54,29,0
2013,MAR,39,72,0
2013,MDG,178,45539,25000
2013,MEX,337,173759,5702000
2013,MHL,0,6384,0
2013,MKD,1,4911,0
2013,MLI,122,46221,0
2013,MLT,27,0,0
2013,MMR,221,73349,0
2013,MNE,13,32,0
2013,MOZ,138,316303,30000
2013,MRT,18,6570,2000
2013,MUS,11,82,2000
2013,MWI,3,33000,0
2013,MYS,104,75207,2000
2013,NAM,50,795018,64000
2013,NER,44,181029,64724
2013,NGA,421,81555,0
2013,NIC,30,15459,0
2013,NLD,2,0,10000
2013,NPL,259,16848,0
2013,NZL,0,13840,893000
2013,PAK,797,1698760,1600000
2013,PAN,0,0,2.00E+05
2013,PER,233,282009,0
2013,PHL,7909,25667782,12422810
2013,PLW,0,0,0
2013,PNG,0,35000,0
2013,POL,29,53,0
2013,PRK,51,848690,0
2013,PRT,21,3999,0
2013,PRY,0,186400,25000
2013,PSE,6,62571,0
2013,ROU,9,5400,11000
2013,RUS,214,337144,1033000
2013,SAU,39,1021,0
2013,SDN,310,500168,7000
2013,SEN,49,163319,0
2013,SLB,18,20256,4000
2013,SLE,18,2257,0
2013,SLV,0,63079,0
2013,SOM,169,247380,2000
2013,SRB,0,3000,0
2013,SSD,99,581003,0
2013,SVK,1,0,0
2013,SWE,7,0,0
2013,SYC,0,3000,9300
2013,TCA,18,32,0
2013,TGO,7,168,0
2013,THA,204,3515274,579000
2013,TJK,0,2500,0
2013,TUR,35,0,0
2013,TWN,10,1670,63700
2013,TZA,84,0,0
2013,UGA,72,243952,3100
2013,UKR,2,2260,21000
2013,USA,230,215376,17987400
2013,VCT,12,17422,108000
2013,VEN,16,36,0
2013,VNM,249,4128957,1552730
2013,YEM,76,49114,0
2013,ZAF,141,7175,0
2013,ZMB,53,1800,0
2013,ZWE,146,4309700,5.00E+05
2014,AFG,575,150135,3000
2014,AGO,26,0,0
2014,ARE,15,14,0
2014,ARG,56,7553,62000
2014,AUS,141,52797,1125000
2014,BDI,96,12682,2000
2014,BEL,0,0,0
2014,BFA,0,4.00E+06,0
2014,BGD,320,3205849,160000
2014,BGR,36,8547,932000
2014,BIH,26,1000600,436580
2014,BLR,2,31500,0
2014,BOL,112,247700,2.00E+05
2014,BRA,83,27620813,5200000
2014,CAF,149,90,0
2014,CAN,32,6904,129000
2014,CHE,2,0,0
2014,CHL,18,536942,134000
2014,CHN,1957,64915510,29056973
2014,CIV,64,0,0
2014,CMR,111,252056,0
2014,COD,548,5098,15000
2014,COL,181,72292,8000
2014,COM,0,19511,0
2014,CPV,0,2500,0
2014,DEU,19,70,4.00E+05
2014,DOM,1,300,0
2014,DZA,113,478,0
2014,ECU,56,45,0
2014,EGY,214,84,0
2014,ESP,17,28,0
2014,FRA,22,4000,485000
2014,GBR,5,18540,724000
2014,GEO,0,12000,0
2014,GHA,249,56469,0
2014,GIN,2627,3884,0
2014,GMB,0,0,0
2014,GNB,21,15,0
2014,GRC,86,77025,628000
2014,GTM,6,1502924,1.00E+05
2014,HKG,12,0,0
2014,HND,18,594752,1400
2014,HRV,3,9116,0
2014,HTI,87,1069443,2000
2014,HUN,0,6500,0
2014,IDN,551,542345,1114000
2014,IND,1468,6154739,23465000
2014,IRL,1,0,0
2014,IRN,77,452589,94000
2014,ITA,178,10117,1087000
2014,JAM,0,91545,0
2014,JPN,301,61075,6681000
2014,KAZ,5,2709,0
2014,KEN,72,1603459,0
2014,KGZ,0,0,0
2014,KHM,45,530450,2000
2014,KIR,0,220,0
2014,KOR,390,420,13000
2014,LAO,0,750,0
2014,LBR,4810,10682,0
2014,LBY,389,173,0
2014,LKA,336,3005826,27000
2014,LSO,0,2600,0
2014,MAR,83,117055,3.00E+05
2014,MDG,17,21736,0
2014,MDV,0,203000,0
2014,MEX,22,171516,2541500
2014,MHL,0,360,0
2014,MKD,0,8800,0
2014,MLI,122,7,0
2014,MMR,0,40000,0
2014,MOZ,48,5418,0
2014,MYS,314,2430000,284000
2014,NER,201,167222,2000
2014,NGA,994,46050,0
2014,NIC,39,532639,3000
2014,NPL,652,187945,15000
2014,PAK,703,2532882,2018000
2014,PAN,9,80859,0
2014,PER,643,202844,0
2014,PHL,403,13275271,1062899
2014,PNG,0,40726,0
2014,POL,89,1,0
2014,PRI,1,0,0
2014,PRT,1,54,0
2014,PRY,0,233360,0
2014,QAT,12,31,0
2014,REU,1,265,85000
2014,ROU,17,525,0
2014,RUS,144,24674,8000
2014,SAU,15,130,0
2014,SDN,100,266213,0
2014,SEN,0,639703,0
2014,SLB,47,52000,24000
2014,SLE,3967,14133,0
2014,SLV,4,12783,0
2014,SOM,0,625624,0
2014,SRB,56,62600,2048262
2014,SSD,205,6486,0
2014,SVN,4,52550,0
2014,SWZ,11,400,0
2014,SYC,0,4435,0
2014,TGO,76,55,0
2014,THA,178,1150881,72000
2014,TJK,20,13223,2000
2014,TLS,2,197,0
2014,TON,1,4014,31000
2014,TUN,11,0,0
2014,TUR,410,462,0
2014,TWN,80,331,420000
2014,TZA,31,40000,2000
2014,UGA,308,41,0
2014,UKR,12,5,0
2014,USA,217,107427,16778000
2014,VNM,54,48080,10700
2014,VUT,12,20006,2000
2014,YEM,173,30,0
2014,ZAF,43,9194,85000
2014,ZMB,26,20000,0
2014,ZWE,25,2502,20000
2015,AFG,481,129794,3000
2015,AGO,459,9599,0
2015,ALB,1,42300,0
2015,ARE,10,8,0
2015,ARG,72,145641,17200
2015,AUS,16,8655,2732000
2015,AUT,70,0,0
2015,AZE,44,96,0
2015,BDI,63,7049,13000
2015,BEL,410,0,0
2015,BFA,23,28925,31000
2015,BGD,300,4075536,84000
2015,BGR,5,0,5800
2015,BHS,33,6710,90000
2015,BIH,0,0,0
2015,BLZ,0,20000,0
2015,BOL,25,96890,0
2015,BRA,121,310405,4000
2015,BWA,0,0,44000
2015,CAF,133,1292,0
2015,CAN,0,13036,0
2015,CHL,204,884066,2900000
2015,CHN,1937,3793139,18487540
2015,CIV,35,35,0
2015,CMR,4,30858,0
2015,COD,196,248117,0
2015,COL,129,49703,0
2015,CPV,24,0,1100
2015,CRI,0,28116,0
2015,CUB,3,110089,0
2015,DMA,30,28594,482810
2015,DOM,2,23333,0
2015,DZA,30,35050,0
2015,ECU,12,931227,0
2015,EGY,254,256,1.00E+05
